"country_year","adm_0_name","Year","data_source","T_res","n_record","prop","cat_model","region","ees","ISO_A0","annual_total"
"CAMBODIA_2019","CAMBODIA",2019,"OD","Week",52,1,"No_modelling_required","WPRO",FALSE,"KHM",68657
"CAMBODIA_2020","CAMBODIA",2020,"OD","Week",52,0.981132075471698,"Sub_annual_imputation","WPRO",FALSE,"KHM",11977
"CAMBODIA_2021","CAMBODIA",2021,"OD","Week",52,1,"No_modelling_required","WPRO",FALSE,"KHM",1903
"CAMBODIA_2022","CAMBODIA",2022,"OD","Week",50,0.961538461538462,"Sub_annual_imputation","WPRO",FALSE,"KHM",12581
"CAMBODIA_2023","CAMBODIA",2023,"OD","Week",52,1,"No_modelling_required","WPRO",FALSE,"KHM",35261
"CAMBODIA_2024","CAMBODIA",2024,"OD","Week",52,1,"No_modelling_required","WPRO",FALSE,"KHM",19045
"CAMEROON_1990","CAMEROON",1990,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_1991","CAMEROON",1991,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_1992","CAMEROON",1992,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_1993","CAMEROON",1993,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_1994","CAMEROON",1994,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_1995","CAMEROON",1995,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_1996","CAMEROON",1996,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_1997","CAMEROON",1997,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_1998","CAMEROON",1998,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_1999","CAMEROON",1999,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2000","CAMEROON",2000,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2001","CAMEROON",2001,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2002","CAMEROON",2002,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2003","CAMEROON",2003,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2004","CAMEROON",2004,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2005","CAMEROON",2005,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2006","CAMEROON",2006,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2007","CAMEROON",2007,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2008","CAMEROON",2008,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2009","CAMEROON",2009,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2010","CAMEROON",2010,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2011","CAMEROON",2011,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2012","CAMEROON",2012,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2013","CAMEROON",2013,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2014","CAMEROON",2014,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2015","CAMEROON",2015,"ad_hoc_data","Year",1,1,"Annual_disaggregation","AFRO",FALSE,"CMR",349
"CAMEROON_2016","CAMEROON",2016,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2017","CAMEROON",2017,"ad_hoc_data","Year",1,1,"Annual_disaggregation","AFRO",FALSE,"CMR",791
"CAMEROON_2018","CAMEROON",2018,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2019","CAMEROON",2019,"ad_hoc_data","Year",1,1,"Annual_disaggregation","AFRO",FALSE,"CMR",310
"CAMEROON_2020","CAMEROON",2020,"ad_hoc_data","Year",1,1,"Annual_disaggregation","AFRO",FALSE,"CMR",320
"CAMEROON_2021","CAMEROON",2021,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2022","CAMEROON",2022,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2023","CAMEROON",2023,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CMR",0
"CAMEROON_2024","CAMEROON",2024,"OD","Month",12,1,"No_modelling_required","AFRO",FALSE,"CMR",57
"CAYMAN ISLANDS_1990","CAYMAN ISLANDS",1990,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CYM",0
"CAYMAN ISLANDS_1991","CAYMAN ISLANDS",1991,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CYM",0
"CAYMAN ISLANDS_1992","CAYMAN ISLANDS",1992,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CYM",0
"CAYMAN ISLANDS_1993","CAYMAN ISLANDS",1993,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CYM",0
"CAYMAN ISLANDS_1994","CAYMAN ISLANDS",1994,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CYM",0
"CAYMAN ISLANDS_1995","CAYMAN ISLANDS",1995,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",1
"CAYMAN ISLANDS_1996","CAYMAN ISLANDS",1996,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CYM",0
"CAYMAN ISLANDS_1997","CAYMAN ISLANDS",1997,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CYM",0
"CAYMAN ISLANDS_1998","CAYMAN ISLANDS",1998,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",2
"CAYMAN ISLANDS_1999","CAYMAN ISLANDS",1999,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",1
"CAYMAN ISLANDS_2000","CAYMAN ISLANDS",2000,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CYM",0
"CAYMAN ISLANDS_2001","CAYMAN ISLANDS",2001,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CYM",0
"CAYMAN ISLANDS_2002","CAYMAN ISLANDS",2002,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",1
"CAYMAN ISLANDS_2003","CAYMAN ISLANDS",2003,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",1
"CAYMAN ISLANDS_2004","CAYMAN ISLANDS",2004,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CYM",0
"CAYMAN ISLANDS_2005","CAYMAN ISLANDS",2005,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",1
"CAYMAN ISLANDS_2006","CAYMAN ISLANDS",2006,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CYM",0
"CAYMAN ISLANDS_2007","CAYMAN ISLANDS",2007,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",9
"CAYMAN ISLANDS_2008","CAYMAN ISLANDS",2008,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",1
"CAYMAN ISLANDS_2009","CAYMAN ISLANDS",2009,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CYM",0
"CAYMAN ISLANDS_2010","CAYMAN ISLANDS",2010,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",8
"CAYMAN ISLANDS_2011","CAYMAN ISLANDS",2011,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",2
"CAYMAN ISLANDS_2012","CAYMAN ISLANDS",2012,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",53
"CAYMAN ISLANDS_2013","CAYMAN ISLANDS",2013,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",69
"CAYMAN ISLANDS_2014","CAYMAN ISLANDS",2014,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",124
"CAYMAN ISLANDS_2015","CAYMAN ISLANDS",2015,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",40
"CAYMAN ISLANDS_2016","CAYMAN ISLANDS",2016,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",150
"CAYMAN ISLANDS_2017","CAYMAN ISLANDS",2017,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",31
"CAYMAN ISLANDS_2018","CAYMAN ISLANDS",2018,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",24
"CAYMAN ISLANDS_2019","CAYMAN ISLANDS",2019,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"CYM",133
"CAYMAN ISLANDS_2020","CAYMAN ISLANDS",2020,"OD","Week",53,1,"No_modelling_required","PAHO",FALSE,"CYM",35
"CAYMAN ISLANDS_2021","CAYMAN ISLANDS",2021,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"CYM",1
"CAYMAN ISLANDS_2022","CAYMAN ISLANDS",2022,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"CYM",2
"CAYMAN ISLANDS_2023","CAYMAN ISLANDS",2023,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",42
"CAYMAN ISLANDS_2024","CAYMAN ISLANDS",2024,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CYM",9
"CENTRAL AFRICAN REPUBLIC_1990","CENTRAL AFRICAN REPUBLIC",1990,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_1991","CENTRAL AFRICAN REPUBLIC",1991,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_1992","CENTRAL AFRICAN REPUBLIC",1992,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_1993","CENTRAL AFRICAN REPUBLIC",1993,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_1994","CENTRAL AFRICAN REPUBLIC",1994,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_1995","CENTRAL AFRICAN REPUBLIC",1995,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_1996","CENTRAL AFRICAN REPUBLIC",1996,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_1997","CENTRAL AFRICAN REPUBLIC",1997,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_1998","CENTRAL AFRICAN REPUBLIC",1998,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_1999","CENTRAL AFRICAN REPUBLIC",1999,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2000","CENTRAL AFRICAN REPUBLIC",2000,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2001","CENTRAL AFRICAN REPUBLIC",2001,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2002","CENTRAL AFRICAN REPUBLIC",2002,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2003","CENTRAL AFRICAN REPUBLIC",2003,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2004","CENTRAL AFRICAN REPUBLIC",2004,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2005","CENTRAL AFRICAN REPUBLIC",2005,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2006","CENTRAL AFRICAN REPUBLIC",2006,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2007","CENTRAL AFRICAN REPUBLIC",2007,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2008","CENTRAL AFRICAN REPUBLIC",2008,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2009","CENTRAL AFRICAN REPUBLIC",2009,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2010","CENTRAL AFRICAN REPUBLIC",2010,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2011","CENTRAL AFRICAN REPUBLIC",2011,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2012","CENTRAL AFRICAN REPUBLIC",2012,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2013","CENTRAL AFRICAN REPUBLIC",2013,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2014","CENTRAL AFRICAN REPUBLIC",2014,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2015","CENTRAL AFRICAN REPUBLIC",2015,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2016","CENTRAL AFRICAN REPUBLIC",2016,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2017","CENTRAL AFRICAN REPUBLIC",2017,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2018","CENTRAL AFRICAN REPUBLIC",2018,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2019","CENTRAL AFRICAN REPUBLIC",2019,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2020","CENTRAL AFRICAN REPUBLIC",2020,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2021","CENTRAL AFRICAN REPUBLIC",2021,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2022","CENTRAL AFRICAN REPUBLIC",2022,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2023","CENTRAL AFRICAN REPUBLIC",2023,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"CAF",0
"CENTRAL AFRICAN REPUBLIC_2024","CENTRAL AFRICAN REPUBLIC",2024,"OD","Month",7,0.583333333333333,"Sub_annual_imputation","AFRO",FALSE,"CAF",207
"CHAD_1990","CHAD",1990,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_1991","CHAD",1991,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_1992","CHAD",1992,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_1993","CHAD",1993,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_1994","CHAD",1994,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_1995","CHAD",1995,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_1996","CHAD",1996,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_1997","CHAD",1997,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_1998","CHAD",1998,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_1999","CHAD",1999,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2000","CHAD",2000,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2001","CHAD",2001,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2002","CHAD",2002,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2003","CHAD",2003,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2004","CHAD",2004,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2005","CHAD",2005,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2006","CHAD",2006,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2007","CHAD",2007,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2008","CHAD",2008,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2009","CHAD",2009,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2010","CHAD",2010,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2011","CHAD",2011,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2012","CHAD",2012,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2013","CHAD",2013,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2014","CHAD",2014,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2015","CHAD",2015,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2016","CHAD",2016,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2017","CHAD",2017,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2018","CHAD",2018,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2019","CHAD",2019,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2020","CHAD",2020,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2021","CHAD",2021,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2022","CHAD",2022,"first_year","Year",1,1,"No_modelling_required","AFRO",FALSE,"TCD",0
"CHAD_2023","CHAD",2023,"ad_hoc_data","Year",1,1,"Annual_disaggregation","AFRO",FALSE,"TCD",1581
"CHAD_2024","CHAD",2024,"OD","Month",6,0.5,"Sub_annual_imputation","AFRO",FALSE,"TCD",0
"CHILE_1990","CHILE",1990,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_1991","CHILE",1991,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_1992","CHILE",1992,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_1993","CHILE",1993,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_1994","CHILE",1994,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_1995","CHILE",1995,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_1996","CHILE",1996,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_1997","CHILE",1997,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_1998","CHILE",1998,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_1999","CHILE",1999,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_2000","CHILE",2000,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_2001","CHILE",2001,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_2002","CHILE",2002,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CHL",636
"CHILE_2003","CHILE",2003,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_2004","CHILE",2004,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_2005","CHILE",2005,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_2006","CHILE",2006,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CHL",3
"CHILE_2007","CHILE",2007,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CHL",28
"CHILE_2008","CHILE",2008,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CHL",25
"CHILE_2009","CHILE",2009,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CHL",51
"CHILE_2010","CHILE",2010,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CHL",23
"CHILE_2011","CHILE",2011,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CHL",1
"CHILE_2012","CHILE",2012,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CHL",32
"CHILE_2013","CHILE",2013,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CHL",44
"CHILE_2014","CHILE",2014,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CHL",30
"CHILE_2015","CHILE",2015,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CHL",40
"CHILE_2016","CHILE",2016,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CHL",33
"CHILE_2017","CHILE",2017,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"CHL",10
"CHILE_2018","CHILE",2018,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"CHL",18
"CHILE_2019","CHILE",2019,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"CHL",29
"CHILE_2020","CHILE",2020,"OD","Week",53,1,"No_modelling_required","PAHO",FALSE,"CHL",9
"CHILE_2021","CHILE",2021,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_2022","CHILE",2022,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_2023","CHILE",2023,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"CHL",0
"CHILE_2024","CHILE",2024,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"CHL",157
"CHINA_1990","CHINA",1990,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",376
"CHINA_1991","CHINA",1991,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",902
"CHINA_1992","CHINA",1992,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",2
"CHINA_1993","CHINA",1993,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",359
"CHINA_1994","CHINA",1994,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",17
"CHINA_1995","CHINA",1995,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",6812
"CHINA_1996","CHINA",1996,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",8
"CHINA_1997","CHINA",1997,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",637
"CHINA_1998","CHINA",1998,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",490
"CHINA_1999","CHINA",1999,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",1868
"CHINA_2000","CHINA",2000,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",405
"CHINA_2001","CHINA",2001,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",375
"CHINA_2002","CHINA",2002,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",1606
"CHINA_2003","CHINA",2003,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",93
"CHINA_2004","CHINA",2004,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",247
"CHINA_2005","CHINA",2005,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",40
"CHINA_2006","CHINA",2006,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",1315
"CHINA_2007","CHINA",2007,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",539
"CHINA_2008","CHINA",2008,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",203
"CHINA_2009","CHINA",2009,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",312
"CHINA_2010","CHINA",2010,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",223
"CHINA_2011","CHINA",2011,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",58
"CHINA_2012","CHINA",2012,"OD","Year",1,1,"Annual_disaggregation","WPRO",FALSE,"CHN",498
"CHINA_2013","CHINA",2013,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",5277
"CHINA_2014","CHINA",2014,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",47512
"CHINA_2015","CHINA",2015,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",3858
"CHINA_2016","CHINA",2016,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",2050
"CHINA_2017","CHINA",2017,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",5893
"CHINA_2018","CHINA",2018,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",5136
"CHINA_2019","CHINA",2019,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",22317
"CHINA_2020","CHINA",2020,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",616
"CHINA_2021","CHINA",2021,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",0
"CHINA_2022","CHINA",2022,"OD","Month",10,0.833333333333333,"Sub_annual_imputation","WPRO",FALSE,"CHN",487
"CHINA_2023","CHINA",2023,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",19627
"CHINA_2024","CHINA",2024,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"CHN",24330
"COLOMBIA_1990","COLOMBIA",1990,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"COL",17350
"COLOMBIA_1991","COLOMBIA",1991,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"COL",15104
"COLOMBIA_1992","COLOMBIA",1992,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"COL",59853
"COLOMBIA_1993","COLOMBIA",1993,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"COL",8449
