"country_year","T_res","selected_column","final_count","final_sum","a0_count","a0_sum","a1_count","a1_sum","a2_count","a2_sum","relationship_category","pct_of_annual","annual_total","subannual_is_complete"
"DOMINICAN REPUBLIC_2018","Week","a0",52,1558,52,1558,NA,NA,NA,NA,"Sub-annual >= Annual",100,1558,TRUE
"DOMINICAN REPUBLIC_2019","Week","a0",52,20183,52,20183,NA,NA,NA,NA,"Sub-annual >= Annual",100,20183,TRUE
"DOMINICAN REPUBLIC_2020","Week","a0",53,3964,53,3964,NA,NA,NA,NA,"Sub-annual >= Annual",100,3964,TRUE
"DOMINICAN REPUBLIC_2021","Week","a0",52,3746,52,3746,NA,NA,NA,NA,"Sub-annual >= Annual",100,3746,TRUE
"DOMINICAN REPUBLIC_2022","Week","a0",52,10784,52,10784,NA,NA,NA,NA,"Sub-annual >= Annual",100,10784,TRUE
"DOMINICAN REPUBLIC_2023","Week","a0",52,27972,52,27972,NA,NA,NA,NA,"Sub-annual >= Annual",100,27972,TRUE
"DOMINICAN REPUBLIC_2024","Week","a0",52,10251,52,10251,NA,NA,NA,NA,"Sub-annual >= Annual",100,10251,TRUE
"ECUADOR_1990","Year","a0",1,302,1,302,NA,NA,NA,NA,"Case 1: Annual only",NA,302,NA
"ECUADOR_1991","Year","a0",1,94,1,94,NA,NA,NA,NA,"Case 1: Annual only",NA,94,NA
"ECUADOR_1992","Year","a0",1,137,1,137,NA,NA,NA,NA,"Case 1: Annual only",NA,137,NA
"ECUADOR_1993","Year","a0",1,9015,1,9015,NA,NA,NA,NA,"Case 1: Annual only",NA,9015,NA
"ECUADOR_1994","Year","a0",1,8145,1,8145,NA,NA,NA,NA,"Case 1: Annual only",NA,8145,NA
"ECUADOR_1995","Year","a0",1,6607,1,6607,NA,NA,NA,NA,"Case 1: Annual only",NA,6607,NA
"ECUADOR_1996","Year","a0",1,5189,1,5189,NA,NA,NA,NA,"Case 1: Annual only",NA,5189,NA
"ECUADOR_1997","Year","a0",1,3871,1,3871,NA,NA,NA,NA,"Case 1: Annual only",NA,3871,NA
"ECUADOR_1998","Year","a0",1,4606,1,4606,NA,NA,NA,NA,"Case 1: Annual only",NA,4606,NA
"ECUADOR_1999","Year","a0",1,2901,1,2901,NA,NA,NA,NA,"Case 1: Annual only",NA,2901,NA
"ECUADOR_2000","Year","a0",1,22934,1,22934,NA,NA,NA,NA,"Case 1: Annual only",NA,22934,NA
"ECUADOR_2001","Year","a0",1,10864,1,10864,NA,NA,NA,NA,"Case 1: Annual only",NA,10864,NA
"ECUADOR_2002","Year","a0",1,5675,1,5675,NA,NA,NA,NA,"Case 1: Annual only",NA,5675,NA
"ECUADOR_2003","Year","a0",1,9903,1,9903,NA,NA,NA,NA,"Case 1: Annual only",NA,9903,NA
"ECUADOR_2004","Year","a0",1,6101,1,6101,NA,NA,NA,NA,"Case 1: Annual only",NA,6101,NA
"ECUADOR_2005","Year","a0",1,11797,1,11797,NA,NA,NA,NA,"Case 1: Annual only",NA,11797,NA
"ECUADOR_2006","Year","a0",1,5871,1,5871,NA,NA,NA,NA,"Case 1: Annual only",NA,5871,NA
"ECUADOR_2007","Year","a0",1,10253,1,10253,NA,NA,NA,NA,"Case 1: Annual only",NA,10253,NA
"ECUADOR_2008","Year","a0",1,1879,1,1879,NA,NA,NA,NA,"Case 1: Annual only",NA,1879,NA
"ECUADOR_2009","Year","a0",1,4400,1,4400,NA,NA,NA,NA,"Case 1: Annual only",NA,4400,NA
"ECUADOR_2010","Year","a0",1,17516,1,17516,NA,NA,NA,NA,"Case 1: Annual only",NA,17516,NA
"ECUADOR_2011","Year","a0",1,7567,1,7567,NA,NA,NA,NA,"Case 1: Annual only",NA,7567,NA
"ECUADOR_2012","Year","a0",1,19367,1,19367,NA,NA,NA,NA,"Case 1: Annual only",NA,19367,NA
"ECUADOR_2013","Year","a0",1,11662,1,11662,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",55.2220888355342,11662,FALSE
"ECUADOR_2014","Week","a0",53,15531,53,15531,NA,NA,NA,NA,"Sub-annual >= Annual",100,15531,TRUE
"ECUADOR_2015","Week","a0",52,42473,52,42473,NA,NA,NA,NA,"Sub-annual >= Annual",100,42473,TRUE
"ECUADOR_2016","Week","a0",52,14159,52,14159,NA,NA,NA,NA,"Sub-annual >= Annual",100,14159,TRUE
"ECUADOR_2017","Week","a0",52,11387,52,11387,NA,NA,NA,NA,"Sub-annual >= Annual",100,11387,TRUE
"ECUADOR_2018","Week","a0",52,3099,52,3099,52,1018,NA,NA,"Sub-annual >= Annual",100.87890625,3099,TRUE
"ECUADOR_2019","Week","a0",52,8416,52,8416,28,1030,NA,NA,"Sub-annual >= Annual",100,8416,TRUE
"ECUADOR_2020","Week","a0",53,19950,53,19950,41,3519,NA,NA,"Sub-annual >= Annual",100,19950,TRUE
"ECUADOR_2021","Week","a0",52,20829,52,20829,NA,NA,NA,NA,"Sub-annual >= Annual",100,20829,TRUE
"ECUADOR_2022","Week","a0",52,16017,52,16017,NA,NA,NA,NA,"Sub-annual >= Annual",100,16017,TRUE
"ECUADOR_2023","Week","a0",52,27838,52,27838,NA,NA,NA,NA,"Sub-annual >= Annual",100,27838,TRUE
"ECUADOR_2024","Week","a0",52,61329,52,61329,NA,NA,NA,NA,"Sub-annual >= Annual",100,61329,TRUE
"EGYPT_2015","Year","a0",1,253,1,253,NA,NA,NA,NA,"Case 1: Annual only",NA,253,NA
"EGYPT_2017","Year","a0",1,144,1,144,NA,NA,NA,NA,"Case 1: Annual only",NA,144,NA
"EGYPT_2023","Year","a0",1,578,1,578,NA,NA,NA,NA,"Case 1: Annual only",NA,578,NA
"EL SALVADOR_1990","Year","a0",1,2381,1,2381,NA,NA,NA,NA,"Case 1: Annual only",NA,2381,NA
"EL SALVADOR_1991","Year","a0",1,1273,1,1273,NA,NA,NA,NA,"Case 1: Annual only",NA,1273,NA
"EL SALVADOR_1992","Year","a0",1,884,1,884,NA,NA,NA,NA,"Case 1: Annual only",NA,884,NA
"EL SALVADOR_1993","Year","a0",1,9015,1,9015,NA,NA,NA,NA,"Case 1: Annual only",NA,9015,NA
"EL SALVADOR_1994","Year","a0",1,8145,1,8145,NA,NA,NA,NA,"Case 1: Annual only",NA,8145,NA
"EL SALVADOR_1995","Year","a0",1,9529,1,9529,NA,NA,NA,NA,"Case 1: Annual only",NA,9529,NA
"EL SALVADOR_1996","Year","a0",1,789,1,789,NA,NA,NA,NA,"Case 1: Annual only",NA,789,NA
"EL SALVADOR_1997","Year","a0",1,423,1,423,NA,NA,NA,NA,"Case 1: Annual only",NA,423,NA
"EL SALVADOR_1998","Year","a0",1,1686,1,1686,NA,NA,NA,NA,"Case 1: Annual only",NA,1686,NA
"EL SALVADOR_1999","Year","a0",1,556,1,556,NA,NA,NA,NA,"Case 1: Annual only",NA,556,NA
"EL SALVADOR_2000","Year","a0",1,2837,1,2837,NA,NA,NA,NA,"Annual > sub-annual",67.8533662319351,2837,TRUE
"EL SALVADOR_2001","Year","a0",1,1039,1,1039,NA,NA,NA,NA,"Annual > sub-annual",83.060635226179,1039,TRUE
"EL SALVADOR_2002","Year","a0",1,17902,1,17902,NA,NA,NA,NA,"Annual > sub-annual",14.0766394816222,17902,TRUE
"EL SALVADOR_2003","Year","a0",1,7298,1,7298,NA,NA,NA,NA,"Annual > sub-annual",53.7133461222253,7298,TRUE
"EL SALVADOR_2004","Year","a0",1,13190,1,13190,NA,NA,NA,NA,"Annual > sub-annual",48.7566338134951,13190,TRUE
"EL SALVADOR_2005","Year","a0",1,15083,1,15083,NA,NA,NA,NA,"Annual > sub-annual",55.5459789166611,15083,TRUE
"EL SALVADOR_2006","Year","a0",1,21843,1,21843,NA,NA,NA,NA,"Annual > sub-annual",41.7433502723985,21843,TRUE
"EL SALVADOR_2007","Year","a0",1,12376,1,12376,NA,NA,NA,NA,"Annual > sub-annual",49.9595992243051,12376,TRUE
"EL SALVADOR_2008","Year","a0",1,5774,1,5774,NA,NA,NA,NA,"Annual > sub-annual",23.6231382057499,5774,TRUE
"EL SALVADOR_2009","Year","a0",1,14928,1,14928,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",8.41371918542337,14928,FALSE
"EL SALVADOR_2010","Year","a0",1,22221,1,22221,NA,NA,NA,NA,"Case 1: Annual only",NA,22221,NA
"EL SALVADOR_2011","Year","a0",1,20623,1,20623,NA,NA,NA,NA,"Case 1: Annual only",NA,20623,NA
"EL SALVADOR_2012","Year","a0",1,43163,1,43163,NA,NA,NA,NA,"Case 1: Annual only",NA,43163,NA
"EL SALVADOR_2013","Year","a0",1,28877,1,28877,NA,NA,NA,NA,"Case 1: Annual only",NA,28877,NA
"EL SALVADOR_2014","Week","a0",53,53460,53,53460,NA,NA,NA,NA,"Sub-annual >= Annual",100,53460,TRUE
"EL SALVADOR_2015","Week","a0",52,50169,52,50169,NA,NA,NA,NA,"Sub-annual >= Annual",100,50169,TRUE
"EL SALVADOR_2016","Week","a0",52,8789,52,8789,NA,NA,NA,NA,"Sub-annual >= Annual",100,8789,TRUE
"EL SALVADOR_2017","Week","a0",52,4297,52,4297,NA,NA,NA,NA,"Sub-annual >= Annual",100,4297,TRUE
"EL SALVADOR_2018","Week","a0",52,8448,52,8448,NA,NA,NA,NA,"Sub-annual >= Annual",100,8448,TRUE
"EL SALVADOR_2019","Week","a0",52,27470,52,27470,NA,NA,NA,NA,"Sub-annual >= Annual",100,27470,TRUE
"EL SALVADOR_2020","Week","a0",53,5450,53,5450,NA,NA,NA,NA,"Sub-annual >= Annual",100,5450,TRUE
"EL SALVADOR_2021","Week","a0",52,5752,52,5752,NA,NA,NA,NA,"Sub-annual >= Annual",100,5752,TRUE
"EL SALVADOR_2022","Week","a0",52,16542,52,16542,NA,NA,NA,NA,"Sub-annual >= Annual",100,16542,TRUE
"EL SALVADOR_2023","Week","a0",52,5788,52,5788,NA,NA,NA,NA,"Sub-annual >= Annual",100,5788,TRUE
"EL SALVADOR_2024","Week","a0",52,8552,52,8552,NA,NA,NA,NA,"Sub-annual >= Annual",100,8552,TRUE
"EQUATORIAL GUINEA_2024","Month","a0",4,0,4,0,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,0,FALSE
"ERITREA_2005","Year","a0",1,4481,1,4481,NA,NA,NA,NA,"Case 1: Annual only",NA,4481,NA
"ERITREA_2006","Year","a0",1,388,1,388,NA,NA,NA,NA,"Case 1: Annual only",NA,388,NA
"ERITREA_2007","Year","a0",1,662,1,662,NA,NA,NA,NA,"Case 1: Annual only",NA,662,NA
"ERITREA_2008","Year","a0",1,1284,1,1284,NA,NA,NA,NA,"Case 1: Annual only",NA,1284,NA
"ERITREA_2009","Year","a0",1,2947,1,2947,NA,NA,NA,NA,"Case 1: Annual only",NA,2947,NA
"ERITREA_2010","Year","a0",1,12946,1,12946,NA,NA,NA,NA,"Case 1: Annual only",NA,12946,NA
"ERITREA_2011","Year","a0",1,14195,1,14195,NA,NA,NA,NA,"Case 1: Annual only",NA,14195,NA
"ERITREA_2012","Year","a0",1,12939,1,12939,NA,NA,NA,NA,"Annual > sub-annual",60.6924800989257,12939,TRUE
"ERITREA_2013","Year","a0",1,12503,1,12503,NA,NA,NA,NA,"Annual > sub-annual",45.4690874190194,12503,TRUE
"ERITREA_2014","Year","a0",1,10889,1,10889,NA,NA,NA,NA,"Annual > sub-annual",87.3358435118009,10889,TRUE
"ERITREA_2015","Year","a0",1,6871,1,6871,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",44.8115267064474,6871,FALSE
"ERITREA_2024","Month","a0",12,14679,12,14679,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,14679,TRUE
"ETHIOPIA_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_1995","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_1997","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_1998","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_1999","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2000","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2001","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2002","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2003","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2004","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2005","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2006","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2007","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2008","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2009","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2010","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2011","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2012","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"ETHIOPIA_2013","Week","a0",52,11500,52,11500,NA,NA,NA,NA,"Sub-annual >= Annual",100.797615917258,11500,TRUE
"ETHIOPIA_2014","Week","a0",1,37,1,37,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,37,FALSE
"ETHIOPIA_2017","Year","a0",1,101,1,101,NA,NA,NA,NA,"Case 1: Annual only",NA,101,NA
"ETHIOPIA_2019","Year","a0",1,1251,1,1251,NA,NA,NA,NA,"Annual > sub-annual",94.8041566746603,1251,TRUE
"ETHIOPIA_2023","Month","a0",9,25939,9,25939,NA,NA,NA,NA,"Incomplete sub-annual - sub-annual selected",120.820718244911,25939,FALSE
"ETHIOPIA_2024","Month","a0",12,4016,12,4016,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,4016,TRUE
"FIJI_1990","Year","a0",1,1461,1,1461,NA,NA,NA,NA,"Case 1: Annual only",NA,1461,NA
"FIJI_1991","Year","a0",1,65,1,65,NA,NA,NA,NA,"Case 1: Annual only",NA,65,NA
"FIJI_1992","Year","a0",1,358,1,358,NA,NA,NA,NA,"Case 1: Annual only",NA,358,NA
"FIJI_1993","Year","a0",1,39,1,39,NA,NA,NA,NA,"Case 1: Annual only",NA,39,NA
"FIJI_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FIJI_1995","Year","a0",1,31,1,31,NA,NA,NA,NA,"Case 1: Annual only",NA,31,NA
"FIJI_1996","Year","a0",1,2,1,2,NA,NA,NA,NA,"Case 1: Annual only",NA,2,NA
"FIJI_1997","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FIJI_1998","Year","a0",1,24780,1,24780,NA,NA,NA,NA,"Case 1: Annual only",NA,24780,NA
"FIJI_1999","Year","a0",1,430,1,430,NA,NA,NA,NA,"Case 1: Annual only",NA,430,NA
"FIJI_2000","Year","a0",1,14,1,14,NA,NA,NA,NA,"Case 1: Annual only",NA,14,NA
"FIJI_2001","Year","a0",1,3,1,3,NA,NA,NA,NA,"Case 1: Annual only",NA,3,NA
"FIJI_2002","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FIJI_2003","Year","a0",1,16,1,16,NA,NA,NA,NA,"Case 1: Annual only",NA,16,NA
"FIJI_2004","Year","a0",1,2,1,2,NA,NA,NA,NA,"Case 1: Annual only",NA,2,NA
"FIJI_2005","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FIJI_2006","Year","a0",1,25,1,25,NA,NA,NA,NA,"Case 1: Annual only",NA,25,NA
"FIJI_2007","Year","a0",1,100,1,100,NA,NA,NA,NA,"Case 1: Annual only",NA,100,NA
"FIJI_2008","Year","a0",1,2014,1,2014,NA,NA,NA,NA,"Case 1: Annual only",NA,2014,NA
"FIJI_2009","Year","a0",1,374,1,374,NA,NA,NA,NA,"Case 1: Annual only",NA,374,NA
"FIJI_2010","Year","a0",1,8,1,8,NA,NA,NA,NA,"Case 1: Annual only",NA,8,NA
"FIJI_2011","Year","a0",1,245,1,245,NA,NA,NA,NA,"Case 1: Annual only",NA,245,NA
"FIJI_2012","Year","a0",1,1777,1,1777,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",34.7777152504221,1777,FALSE
"FIJI_2013","Year","a0",1,355,1,355,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",99.1549295774648,355,FALSE
"FIJI_2014","Year","a0",1,26595,1,26595,NA,NA,NA,NA,"Case 1: Annual only",NA,26595,NA
"FIJI_2015","Year","a0",1,1244,1,1244,NA,NA,NA,NA,"Case 1: Annual only",NA,1244,NA
"FIJI_2016","Year","a0",1,800,1,800,NA,NA,NA,NA,"Case 1: Annual only",NA,800,NA
"FIJI_2017","Week","a0",34,3148,34,3148,NA,NA,NA,NA,"Incomplete sub-annual - sub-annual selected",116.635791033716,3148,FALSE
"FIJI_2018","Week","a0",40,5389,40,5389,NA,NA,NA,NA,"Incomplete sub-annual - sub-annual selected",134.725,5389,FALSE
"FIJI_2019","Week","a0",28,2843,28,2843,NA,NA,NA,NA,"Incomplete sub-annual - sub-annual selected",113.72,2843,FALSE
"FIJI_2020","Week","a0",24,1834,24,1834,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,1834,FALSE
"FIJI_2021","Week","a0",15,929,15,929,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,929,FALSE
"FIJI_2022","Week","a0",45,8550,45,8550,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,8550,FALSE
"FIJI_2023","Week","a0",21,6357,21,6357,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,6357,FALSE
"FIJI_2024","Month","a0",9,6238,9,6238,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,6238,FALSE
"FRANCE_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_1995","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_1997","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_1998","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_1999","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2000","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2001","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2002","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2003","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2004","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2005","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2006","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2007","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2008","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2009","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2010","Month","a0",12,2,12,2,NA,NA,NA,NA,"Sub-annual >= Annual",100,2,TRUE
"FRANCE_2011","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2012","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2013","Month","a0",12,1,12,1,NA,NA,NA,NA,"Sub-annual >= Annual",100,1,TRUE
"FRANCE_2014","Month","a0",12,4,12,4,NA,NA,NA,NA,"Sub-annual >= Annual",100,4,TRUE
"FRANCE_2015","Month","a0",12,8,12,8,NA,NA,NA,NA,"Sub-annual >= Annual",100,8,TRUE
"FRANCE_2016","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2017","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRANCE_2018","Month","a0",12,8,12,8,NA,NA,NA,NA,"Sub-annual >= Annual",100,8,TRUE
"FRANCE_2019","Month","a0",12,9,12,9,NA,NA,NA,NA,"Sub-annual >= Annual",100,9,TRUE
"FRANCE_2020","Month","a0",12,14,12,14,NA,NA,NA,NA,"Sub-annual >= Annual",107.692307692308,14,TRUE
"FRANCE_2021","Year","a0",1,3,1,3,NA,NA,NA,NA,"Annual > sub-annual",66.6666666666667,3,TRUE
"FRANCE_2022","Month","a0",12,65,12,65,NA,NA,NA,NA,"Sub-annual >= Annual",108.333333333333,65,TRUE
"FRANCE_2023","Month","a0",12,45,12,45,NA,NA,NA,NA,"Sub-annual >= Annual",102.272727272727,45,TRUE
"FRANCE_2024","Month","a0",12,85,12,85,NA,NA,NA,NA,"Sub-annual >= Annual",102.409638554217,85,TRUE
"FRENCH GUIANA_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRENCH GUIANA_1991","Year","a0",1,15,1,15,NA,NA,NA,NA,"Case 1: Annual only",NA,15,NA
"FRENCH GUIANA_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRENCH GUIANA_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRENCH GUIANA_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"FRENCH GUIANA_1995","Year","a0",1,895,1,895,NA,NA,NA,NA,"Case 1: Annual only",NA,895,NA
"FRENCH GUIANA_1996","Year","a0",1,358,1,358,NA,NA,NA,NA,"Case 1: Annual only",NA,358,NA
"FRENCH GUIANA_1997","Year","a0",1,848,1,848,NA,NA,NA,NA,"Case 1: Annual only",NA,848,NA
"FRENCH GUIANA_1998","Year","a0",1,533,1,533,NA,NA,NA,NA,"Case 1: Annual only",NA,533,NA
"FRENCH GUIANA_1999","Year","a0",1,88,1,88,NA,NA,NA,NA,"Case 1: Annual only",NA,88,NA
"FRENCH GUIANA_2000","Year","a0",1,182,1,182,NA,NA,NA,NA,"Case 1: Annual only",NA,182,NA
"FRENCH GUIANA_2001","Year","a0",1,2830,1,2830,NA,NA,NA,NA,"Case 1: Annual only",NA,2830,NA
"FRENCH GUIANA_2002","Year","a0",1,280,1,280,NA,NA,NA,NA,"Case 1: Annual only",NA,280,NA
"FRENCH GUIANA_2003","Year","a0",1,2178,1,2178,NA,NA,NA,NA,"Case 1: Annual only",NA,2178,NA
"FRENCH GUIANA_2004","Year","a0",1,3147,1,3147,NA,NA,NA,NA,"Case 1: Annual only",NA,3147,NA
"FRENCH GUIANA_2005","Year","a0",1,4365,1,4365,NA,NA,NA,NA,"Case 1: Annual only",NA,4365,NA
"FRENCH GUIANA_2006","Year","a0",1,15904,1,15904,NA,NA,NA,NA,"Case 1: Annual only",NA,15904,NA
"FRENCH GUIANA_2007","Year","a0",1,661,1,661,NA,NA,NA,NA,"Case 1: Annual only",NA,661,NA
"FRENCH GUIANA_2008","Year","a0",1,460,1,460,NA,NA,NA,NA,"Case 1: Annual only",NA,460,NA
"FRENCH GUIANA_2009","Year","a0",1,11328,1,11328,NA,NA,NA,NA,"Case 1: Annual only",NA,11328,NA
"FRENCH GUIANA_2010","Year","a0",1,10488,1,10488,NA,NA,NA,NA,"Case 1: Annual only",NA,10488,NA
"FRENCH GUIANA_2011","Year","a0",1,663,1,663,NA,NA,NA,NA,"Case 1: Annual only",NA,663,NA
"FRENCH GUIANA_2012","Year","a0",1,662,1,662,NA,NA,NA,NA,"Case 1: Annual only",NA,662,NA
"FRENCH GUIANA_2013","Year","a0",1,16263,1,16263,NA,NA,NA,NA,"Case 1: Annual only",NA,16263,NA
"FRENCH GUIANA_2014","Week","a0",53,1180,53,1180,NA,NA,NA,NA,"Sub-annual >= Annual",100,1180,TRUE
"FRENCH GUIANA_2015","Year","a0",1,2603,1,2603,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",36.2274298885901,2603,FALSE
"FRENCH GUIANA_2016","Year","a0",1,522,1,522,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",2.8735632183908,522,FALSE
"FRENCH GUIANA_2017","Year","a0",1,625,1,625,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",0,625,FALSE
"FRENCH GUIANA_2018","Year","a0",1,240,1,240,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",47.9166666666667,240,FALSE
"FRENCH GUIANA_2019","Week","a0",52,250,52,250,NA,NA,NA,NA,"Sub-annual >= Annual",100,250,TRUE
"FRENCH GUIANA_2020","Week","a0",53,8759,53,8759,NA,NA,NA,NA,"Sub-annual >= Annual",100,8759,TRUE
"FRENCH GUIANA_2021","Week","a0",52,1756,52,1756,NA,NA,NA,NA,"Sub-annual >= Annual",100,1756,TRUE
"FRENCH GUIANA_2022","Year","a0",1,1,1,1,NA,NA,NA,NA,"Case 1: Annual only",NA,1,NA
"FRENCH GUIANA_2023","Year","a0",1,2684,1,2684,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",14.2697466467958,2684,FALSE
"FRENCH GUIANA_2024","Week","a0",52,16141,52,16141,NA,NA,NA,NA,"Sub-annual >= Annual",100,16141,TRUE
"FRENCH POLYNESIA_1990","Year","a0",1,126175,1,126175,NA,NA,NA,NA,"Case 1: Annual only",NA,126175,NA
"FRENCH POLYNESIA_1991","Year","a0",1,518,1,518,NA,NA,NA,NA,"Case 1: Annual only",NA,518,NA
