"country_year","T_res","selected_column","final_count","final_sum","a0_count","a0_sum","a1_count","a1_sum","a2_count","a2_sum","subannual_is_complete","relationship_category","pct_of_annual","annual_total"
"BRUNEI DARUSSALAM_2017","Year","a1",1,75,NA,NA,1,75,NA,NA,FALSE,"Incomplete sub-annual - annual selected",36,75
"BURKINA FASO_2024","Month","a0",12,73808,12,73808,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,73808
"CABO VERDE_2023","Month","a0",2,513,2,513,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,513
"CABO VERDE_2024","Month","a0",12,25290,12,25290,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,25290
"CAMBODIA_1990","Year","a0",1,7247,1,7247,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,7247
"CAMBODIA_1991","Year","a0",1,1882,1,1882,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1882
"CAMBODIA_1992","Year","a0",1,4695,1,4695,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4695
"CAMBODIA_1993","Year","a0",1,3913,1,3913,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3913
"CAMBODIA_1994","Year","a0",1,1498,1,1498,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1498
"CAMBODIA_1995","Year","a0",1,10428,1,10428,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,10428
"CAMBODIA_1996","Year","a0",1,1433,1,1433,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1433
"CAMBODIA_1997","Year","a0",1,4224,1,4224,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4224
"CAMBODIA_1998","Month","a1",12,16248,NA,NA,12,16248,NA,NA,TRUE,"Sub-annual >= Annual",100.19733596448,16248
"CAMBODIA_1999","Month","a1",12,1530,NA,NA,12,1530,NA,NA,TRUE,"Sub-annual >= Annual",100,1530
"CAMBODIA_2000","Month","a1",12,3148,NA,NA,12,3148,NA,NA,TRUE,"Sub-annual >= Annual",100,3148
"CAMBODIA_2001","Month","a1",12,10569,NA,NA,12,10569,NA,NA,TRUE,"Sub-annual >= Annual",102.951490356517,10569
"CAMBODIA_2002","Month","a1",12,12471,NA,NA,12,12471,NA,NA,TRUE,"Sub-annual >= Annual",100.241138172173,12471
"CAMBODIA_2003","Year","a0",1,12081,1,12081,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.9255028557239,12081
"CAMBODIA_2004","Month","a1",12,10049,NA,NA,12,10049,NA,NA,TRUE,"Sub-annual >= Annual",100.661123910648,10049
"CAMBODIA_2005","Month","a1",12,9042,NA,NA,12,9042,NA,NA,TRUE,"Sub-annual >= Annual",100.022123893805,9042
"CAMBODIA_2006","Year","a0",1,16669,1,16669,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.8800167976483,16669
"CAMBODIA_2007","Year","a0",1,39851,1,39851,NA,NA,NA,NA,TRUE,"Annual > sub-annual",96.4041052922135,39851
"CAMBODIA_2008","Month","a1",12,9823,NA,NA,12,9823,NA,NA,TRUE,"Sub-annual >= Annual",102.9448752882,9823
"CAMBODIA_2009","Year","a0",1,11699,1,11699,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.6922813915719,11699
"CAMBODIA_2010","Year","a0",1,12500,1,12500,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.992,12500
"CAMBODIA_2011","Year","a0",1,15980,1,15980,NA,NA,NA,NA,TRUE,"Annual > sub-annual",96.1013767209011,15980
"CAMBODIA_2012","Week","a0",52,42188,52,42188,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,42188
"CAMBODIA_2013","Year","a0",1,17533,1,17533,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.4752751953459,17533
"CAMBODIA_2014","Week","a0",52,3742,52,3742,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - sub-annual selected",101.57437567861,3742
"CAMBODIA_2015","Year","a0",1,15412,1,15412,NA,NA,NA,NA,TRUE,"Annual > sub-annual",97.6771347002336,15412
"CAMBODIA_2016","Year","a0",1,12843,1,12843,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",14.3735887253757,12843
"CAMBODIA_2017","Year","a0",1,6372,1,6372,NA,NA,NA,NA,TRUE,"Annual > sub-annual",52.0244821092279,6372
"CAMBODIA_2018","Year","a0",1,24684,1,24684,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",39.2561983471074,24684
"CAMBODIA_2019","Week","a0",52,68597,52,68597,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,68597
"CAMBODIA_2020","Week","a0",52,11977,52,11977,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,11977
"CAMBODIA_2021","Week","a0",52,1903,52,1903,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,1903
"CAMBODIA_2022","Week","a0",50,12581,50,12581,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,12581
"CAMBODIA_2023","Week","a0",52,35261,52,35261,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,35261
"CAMBODIA_2024","Week","a0",52,19045,52,19045,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,19045
"CAMEROON_2024","Month","a0",12,57,12,57,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,57
"CAYMAN ISLANDS_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CAYMAN ISLANDS_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CAYMAN ISLANDS_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CAYMAN ISLANDS_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CAYMAN ISLANDS_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CAYMAN ISLANDS_1995","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"CAYMAN ISLANDS_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CAYMAN ISLANDS_1997","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CAYMAN ISLANDS_1998","Year","a0",1,2,1,2,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2
"CAYMAN ISLANDS_1999","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"CAYMAN ISLANDS_2000","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CAYMAN ISLANDS_2001","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CAYMAN ISLANDS_2002","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"CAYMAN ISLANDS_2003","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"CAYMAN ISLANDS_2004","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CAYMAN ISLANDS_2005","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"CAYMAN ISLANDS_2006","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CAYMAN ISLANDS_2007","Year","a0",1,9,1,9,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,9
"CAYMAN ISLANDS_2008","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"CAYMAN ISLANDS_2009","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CAYMAN ISLANDS_2010","Year","a0",1,8,1,8,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,8
"CAYMAN ISLANDS_2011","Year","a0",1,2,1,2,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2
"CAYMAN ISLANDS_2012","Year","a0",1,53,1,53,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,53
"CAYMAN ISLANDS_2013","Year","a0",1,69,1,69,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,69
"CAYMAN ISLANDS_2014","Year","a0",1,124,1,124,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",0.806451612903226,124
"CAYMAN ISLANDS_2015","Year","a0",1,40,1,40,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",52.5,40
"CAYMAN ISLANDS_2016","Year","a0",1,150,1,150,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",84.6666666666667,150
"CAYMAN ISLANDS_2017","Year","a0",1,31,1,31,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",80.6451612903226,31
"CAYMAN ISLANDS_2018","Year","a0",1,24,1,24,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",87.5,24
"CAYMAN ISLANDS_2019","Week","a0",52,133,52,133,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,133
"CAYMAN ISLANDS_2020","Week","a0",53,35,53,35,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,35
"CAYMAN ISLANDS_2021","Week","a0",52,1,52,1,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,1
"CAYMAN ISLANDS_2022","Week","a0",52,2,52,2,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,2
"CAYMAN ISLANDS_2023","Year","a0",1,42,1,42,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",35.7142857142857,42
"CAYMAN ISLANDS_2024","Year","a0",1,9,1,9,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",88.8888888888889,9
"CENTRAL AFRICAN REPUBLIC_2024","Month","a0",7,207,7,207,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,207
"CHAD_2024","Month","a0",6,0,6,0,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,0
"CHILE_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_1995","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_1997","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_1998","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_1999","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_2000","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_2001","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_2002","Year","a0",1,636,1,636,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,636
"CHILE_2003","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_2004","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_2005","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"CHILE_2006","Year","a0",1,3,1,3,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3
"CHILE_2007","Year","a0",1,28,1,28,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,28
"CHILE_2008","Year","a0",1,25,1,25,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,25
"CHILE_2009","Year","a0",1,51,1,51,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,51
"CHILE_2010","Year","a0",1,23,1,23,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,23
"CHILE_2011","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"CHILE_2012","Year","a0",1,32,1,32,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,32
"CHILE_2013","Year","a0",1,44,1,44,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,44
"CHILE_2014","Year","a0",1,30,1,30,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,30
"CHILE_2015","Year","a0",1,40,1,40,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",17.5,40
"CHILE_2016","Year","a0",1,33,1,33,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,33
"CHILE_2017","Year","a0",1,10,1,10,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",0,10
"CHILE_2018","Week","a0",52,18,52,18,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,18
"CHILE_2019","Week","a0",52,29,52,29,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,29
"CHILE_2020","Week","a0",53,9,53,9,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,9
"CHILE_2021","Week","a0",52,0,52,0,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",NA,NA
"CHILE_2022","Week","a0",52,0,52,0,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",NA,NA
"CHILE_2023","Week","a0",52,0,52,0,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",NA,NA
"CHILE_2024","Week","a0",52,157,52,157,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,157
"CHINA_1990","Year","a0",1,376,1,376,1,374,NA,NA,NA,"Case 1: Annual only",NA,376
"CHINA_1991","Year","a0",1,902,1,902,1,900,NA,NA,NA,"Case 1: Annual only",NA,902
"CHINA_1992","Year","a0",1,2,1,2,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2
"CHINA_1993","Year","a0",1,359,1,359,1,359,NA,NA,NA,"Case 1: Annual only",NA,359
"CHINA_1994","Year","a0",1,17,1,17,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,17
"CHINA_1995","Year","a1",1,6812,1,6114,1,6812,NA,NA,NA,"Case 1: Annual only",NA,6812
"CHINA_1996","Year","a0",1,8,1,8,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,8
"CHINA_1997","Year","a0",1,637,1,637,1,632,NA,NA,NA,"Case 1: Annual only",NA,637
"CHINA_1998","Month","a1",12,490,NA,NA,12,490,NA,NA,TRUE,"Sub-annual >= Annual",100.409836065574,490
"CHINA_1999","Month","a1",12,1868,NA,NA,12,1868,NA,NA,TRUE,"Sub-annual >= Annual",100.053561863953,1868
"CHINA_2000","Month","a1",12,405,NA,NA,12,405,NA,NA,TRUE,"Sub-annual >= Annual",100,405
"CHINA_2001","Month","a1",12,375,NA,NA,12,375,NA,NA,TRUE,"Sub-annual >= Annual",100,375
"CHINA_2002","Year","a0",1,1606,1,1606,1,1348,NA,NA,TRUE,"Annual > sub-annual",85.3673723536737,1606
"CHINA_2003","Year","a0",1,93,1,93,1,42,NA,NA,TRUE,"Annual > sub-annual",51.6129032258064,93
"CHINA_2004","Year","a0",1,247,1,247,1,233,NA,NA,NA,"Case 1: Annual only",NA,247
"CHINA_2005","Year","a0",1,40,1,40,NA,NA,1,25,NA,"Case 1: Annual only",NA,40
"CHINA_2006","Year","a2",1,1315,1,1044,1,1010,1,1315,NA,"Case 1: Annual only",NA,1315
"CHINA_2007","Year","a0",1,539,1,539,1,508,1,84,NA,"Case 1: Annual only",NA,539
"CHINA_2008","Month","a1",12,203,NA,NA,12,203,NA,NA,TRUE,"Sub-annual >= Annual",100.495049504951,203
"CHINA_2009","Month","a1",12,312,NA,NA,12,312,NA,NA,TRUE,"Sub-annual >= Annual",124.8,312
"CHINA_2010","Year","a0",1,223,1,223,1,159,1,81,NA,"Case 1: Annual only",NA,223
"CHINA_2011","Year","a2",1,58,NA,NA,1,49,1,58,NA,"Case 1: Annual only",NA,58
"CHINA_2012","Year","a1",1,498,NA,NA,1,498,1,157,FALSE,"Sub-annual sum zero - annual selected",0,498
"CHINA_2013","Month","a0",12,5277,12,5277,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",113.167488741154,5277
"CHINA_2014","Month","a0",12,47512,12,47512,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",101.382724479344,47512
"CHINA_2015","Year","a0",1,3858,1,3858,1,3729,1,2565,TRUE,"Annual > sub-annual",85.277345775013,3858
"CHINA_2016","Year","a0",1,2050,1,2050,1,1903,1,283,TRUE,"Annual > sub-annual",93.0731707317073,2050
"CHINA_2017","Year","a0",1,5893,1,5893,1,5769,1,3194,TRUE,"Annual > sub-annual",95.5370778890209,5893
"CHINA_2018","Year","a0",1,5136,1,5136,1,4460,1,1422,TRUE,"Annual > sub-annual",98.0529595015576,5136
"CHINA_2019","Month","a0",12,22317,12,22317,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100.581395348837,22317
"CHINA_2020","Month","a0",12,558,12,558,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,558
"CHINA_2021","Month","a0",12,0,12,0,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,0
"CHINA_2022","Month","a0",10,487,10,487,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,487
"CHINA_2023","Month","a0",12,19627,12,19627,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,19627
"CHINA_2024","Month","a0",12,24330,12,24330,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,24330
"COLOMBIA_1990","Year","a0",1,17350,1,17350,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,17350
"COLOMBIA_1991","Year","a0",1,15104,1,15104,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,15104
"COLOMBIA_1992","Year","a0",1,59853,1,59853,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,59853
"COLOMBIA_1993","Year","a0",1,8449,1,8449,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,8449
"COLOMBIA_1994","Year","a0",1,774,1,774,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,774
"COLOMBIA_1995","Year","a0",1,50031,1,50031,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,50031
"COLOMBIA_1996","Year","a0",1,31398,1,31398,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,31398
"COLOMBIA_1997","Year","a0",1,20340,1,20340,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,20340
"COLOMBIA_1998","Year","a0",1,58011,1,58011,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,58011
"COLOMBIA_1999","Year","a0",1,19243,1,19243,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,19243
"COLOMBIA_2000","Year","a0",1,20956,1,20956,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,20956
"COLOMBIA_2001","Year","a0",1,48874,1,48874,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,48874
"COLOMBIA_2002","Year","a0",1,71727,1,71727,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",94.6909810810434,71727
"COLOMBIA_2003","Year","a1",1,55475,1,47710,1,55475,1,1493,FALSE,"Incomplete sub-annual - annual selected",76.2253267237494,55475
"COLOMBIA_2004","Year","a1",1,27014,1,24708,1,27014,1,509,NA,"Case 1: Annual only",NA,27014
"COLOMBIA_2005","Year","a1",1,40668,1,26169,1,40668,1,1938,NA,"Case 1: Annual only",NA,40668
"COLOMBIA_2006","Year","a1",1,36829,1,31092,1,36829,1,1667,NA,"Case 1: Annual only",NA,36829
"COLOMBIA_2007","Week","a2",52,40974,NA,NA,13,19,52,40974,TRUE,"Sub-annual >= Annual",102.714898097315,40974
"COLOMBIA_2008","Week","a2",53,36493,NA,NA,11,11,53,36493,TRUE,"Sub-annual >= Annual",109.165694456909,36493
"COLOMBIA_2009","Week","a2",52,51946,NA,NA,17,39,52,51946,TRUE,"Sub-annual >= Annual",116.963883635054,51946
"COLOMBIA_2010","Week","a2",52,155255,NA,NA,31,76,52,155255,TRUE,"Sub-annual >= Annual",102.250424794847,155255
"COLOMBIA_2011","Year","a0",1,31819,1,31819,1,29331,1,1255,TRUE,"Annual > sub-annual",93.8998711461705,31819
"COLOMBIA_2012","Week","a2",52,53490,NA,NA,10,14,52,53490,TRUE,"Sub-annual >= Annual",102.263602645968,53490
"COLOMBIA_2013","Year","a0",1,126425,1,126425,NA,NA,NA,NA,TRUE,"Annual > sub-annual",98.630808779909,126425
"COLOMBIA_2014","Week","a0",53,107975,53,107975,16,24,53,107239,TRUE,"Sub-annual >= Annual",100,107975
"COLOMBIA_2015","Week","a0",52,96444,52,96444,16,20,52,95841,TRUE,"Sub-annual >= Annual",100,96444
"COLOMBIA_2016","Week","a0",52,101016,52,101016,24,43,52,99977,TRUE,"Sub-annual >= Annual",100,101016
"COLOMBIA_2017","Week","a0",52,25284,52,25284,3,3,52,25048,TRUE,"Sub-annual >= Annual",100,25284
"COLOMBIA_2018","Week","a0",52,44825,52,44825,15,25,52,43506,TRUE,"Sub-annual >= Annual",100,44825
"COLOMBIA_2019","Week","a0",52,127553,52,127553,3,8,52,124226,TRUE,"Sub-annual >= Annual",100,127553
"COLOMBIA_2020","Week","a0",53,78979,53,78979,NA,NA,53,77080,TRUE,"Sub-annual >= Annual",100,78979
"COLOMBIA_2021","Week","a0",52,53334,52,53334,NA,NA,52,50106,TRUE,"Sub-annual >= Annual",100,53334
"COLOMBIA_2022","Week","a0",52,69497,52,69497,NA,NA,52,66758,TRUE,"Sub-annual >= Annual",100,69497
"COLOMBIA_2023","Week","a0",52,131784,52,131784,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,131784
"COLOMBIA_2024","Week","a0",52,320982,52,320982,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,320982
"COOK ISLANDS_1990","Year","a0",1,5,1,5,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,5
"COOK ISLANDS_1991","Year","a0",1,1776,1,1776,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1776
"COOK ISLANDS_1992","Year","a0",1,5,1,5,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,5
"COOK ISLANDS_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"COOK ISLANDS_1994","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"COOK ISLANDS_1995","Year","a0",1,786,1,786,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,786
"COOK ISLANDS_1996","Year","a0",1,2,1,2,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2
"COOK ISLANDS_1997","Year","a0",1,1075,1,1075,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1075
"COOK ISLANDS_1998","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"COOK ISLANDS_1999","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"COOK ISLANDS_2000","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"COOK ISLANDS_2001","Year","a0",1,21,1,21,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,21
"COOK ISLANDS_2002","Year","a0",1,2256,1,2256,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2256
"COOK ISLANDS_2003","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"COOK ISLANDS_2004","Year","a0",1,4,1,4,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4
"COOK ISLANDS_2005","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"COOK ISLANDS_2006","Year","a0",1,468,1,468,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,468
"COOK ISLANDS_2007","Year","a0",1,1224,1,1224,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1224
"COOK ISLANDS_2008","Year","a0",1,11,1,11,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,11
"COOK ISLANDS_2009","Year","a0",1,170,1,170,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,170
"COOK ISLANDS_2010","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"COOK ISLANDS_2011","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"COOK ISLANDS_2012","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"COOK ISLANDS_2014","Year","a0",1,946,1,946,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,946
"COOK ISLANDS_2016","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"COOK ISLANDS_2017","Week","a0",34,1,34,1,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - sub-annual selected",NA,1
"COOK ISLANDS_2018","Week","a0",44,3,44,3,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - sub-annual selected",NA,3
"COOK ISLANDS_2019","Week","a0",42,132,42,132,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - sub-annual selected",104.761904761905,132
"COOK ISLANDS_2020","Week","a0",20,261,20,261,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,261
"COOK ISLANDS_2021","Week","a0",15,2,15,2,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,2
"COOK ISLANDS_2022","Week","a0",44,3,44,3,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,3
"COOK ISLANDS_2023","Week","a0",18,0,18,0,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,0
"COOK ISLANDS_2024","Week","a0",40,0,40,0,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,0
"COSTA RICA_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"COSTA RICA_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"COSTA RICA_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"COSTA RICA_1993","Year","a0",1,4612,1,4612,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4612
"COSTA RICA_1994","Year","a0",1,13929,1,13929,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,13929
"COSTA RICA_1995","Year","a0",1,5137,1,5137,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,5137
"COSTA RICA_1996","Year","a0",1,2309,1,2309,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2309
"COSTA RICA_1997","Year","a0",1,14421,1,14421,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,14421
"COSTA RICA_1998","Year","a0",1,2628,1,2628,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2628
"COSTA RICA_1999","Year","a0",1,6041,1,6041,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6041
"COSTA RICA_2000","Year","a0",1,4908,1,4908,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4908
"COSTA RICA_2001","Year","a0",1,9464,1,9464,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,9464
