Country,Resolution,Start time,End time,Count,Source,Details
Angola,Daily,18/04/2013,18/04/2013,8,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,19/04/2013,19/04/2013,7,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,20/04/2013,20/04/2013,5,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,21/04/2013,21/04/2013,8,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,21/04/2013,21/04/2013,13,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,23/04/2013,23/04/2013,7,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,24/04/2013,24/04/2013,10,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,25/04/2013,25/04/2013,5,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,25/04/2013,25/04/2013,10,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,27/04/2013,27/04/2013,19,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,28/04/2013,28/04/2013,13,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,29/04/2013,29/04/2013,2,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,30/04/2013,30/04/2013,6,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,01/05/2013,01/05/2013,4,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,02/05/2013,02/05/2013,9,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,03/05/2013,03/05/2013,10,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,04/05/2013,04/05/2013,7,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,05/05/2013,05/05/2013,5,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,06/05/2013,06/05/2013,9,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,07/05/2013,07/05/2013,5,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,08/05/2013,08/05/2013,11,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,09/05/2013,09/05/2013,7,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,10/05/2013,10/05/2013,12,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,11/05/2013,11/05/2013,31,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,12/05/2013,12/05/2013,19,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,13/05/2013,13/05/2013,14,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,14/05/2013,14/05/2013,21,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,15/05/2013,15/05/2013,13,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,16/05/2013,16/05/2013,29,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,17/05/2013,17/05/2013,6,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,18/05/2013,18/05/2013,14,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,19/05/2013,19/05/2013,3,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,20/05/2013,20/05/2013,8,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,21/05/2013,21/05/2013,8,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,22/05/2013,22/05/2013,20,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,23/05/2013,23/05/2013,32,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,24/05/2013,24/05/2013,10,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,25/05/2013,25/05/2013,2,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,26/05/2013,26/05/2013,4,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,27/05/2013,27/05/2013,1,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,28/05/2013,28/05/2013,4,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,29/05/2013,29/05/2013,4,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Angola,Daily,30/05/2013,30/05/2013,1,https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6224a6.htm,Figure 1
Burkina Faso,Weekly,01/01/2023,07/01/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,08/01/2023,14/01/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,15/01/2023,21/01/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,22/01/2023,28/01/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,29/01/2023,04/02/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,05/02/2023,11/02/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,12/02/2023,18/02/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,19/02/2023,25/02/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,26/02/2023,04/03/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,05/03/2023,11/03/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,12/03/2023,18/03/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,19/03/2023,25/03/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,26/03/2023,01/04/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,02/04/2023,08/04/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,09/04/2023,15/04/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,16/04/2023,22/04/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,23/04/2023,29/04/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,30/04/2023,06/05/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,07/05/2023,13/05/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,14/05/2023,20/05/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,21/05/2023,27/05/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,28/05/2023,03/06/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,04/06/2023,10/06/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,11/06/2023,17/06/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,18/06/2023,24/06/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,25/06/2023,01/07/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,02/07/2023,08/07/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,09/07/2023,15/07/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,16/07/2023,22/07/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,23/07/2023,29/07/2023,373,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,30/07/2023,05/08/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,06/08/2023,12/08/2023,373,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,13/08/2023,19/08/2023,748,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,20/08/2023,26/08/2023,1308,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,27/08/2023,02/09/2023,2243,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,03/09/2023,09/09/2023,3178,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,10/09/2023,16/09/2023,5047,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,17/09/2023,23/09/2023,7477,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,24/09/2023,30/09/2023,8225,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,01/10/2023,07/10/2023,8973,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,08/10/2023,14/10/2023,10468,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,15/10/2023,21/10/2023,14953,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,22/10/2023,28/10/2023,15701,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,29/10/2023,04/11/2023,16636,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,05/11/2023,11/11/2023,14580,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,12/11/2023,18/11/2023,14393,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,19/11/2023,25/11/2023,10654,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,26/11/2023,02/12/2023,8038,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,03/12/2023,09/12/2023,5234,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,10/12/2023,16/12/2023,4112,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,17/12/2023,23/12/2023,2430,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Burkina Faso,Weekly,24/12/2023,30/12/2023,1495,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,09/04/2023,15/04/2023,4,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,16/04/2023,22/04/2023,16,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,23/04/2023,29/04/2023,12,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,30/04/2023,06/05/2023,31,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,07/05/2023,13/05/2023,34,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,14/05/2023,20/05/2023,40,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,21/05/2023,27/05/2023,79,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,28/05/2023,03/06/2023,137,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,04/06/2023,10/06/2023,128,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,11/06/2023,17/06/2023,179,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,18/06/2023,24/06/2023,109,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,25/06/2023,01/07/2023,103,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,02/07/2023,08/07/2023,46,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,09/07/2023,15/07/2023,21,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,16/07/2023,22/07/2023,28,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,23/07/2023,29/07/2023,22,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,30/07/2023,05/08/2023,25,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,06/08/2023,12/08/2023,16,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,13/08/2023,19/08/2023,29,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,20/08/2023,26/08/2023,10,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,27/08/2023,02/09/2023,6,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,03/09/2023,09/09/2023,9,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,10/09/2023,16/09/2023,4,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,17/09/2023,23/09/2023,12,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,24/09/2023,30/09/2023,7,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,01/10/2023,07/10/2023,6,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,08/10/2023,14/10/2023,7,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,15/10/2023,21/10/2023,3,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,22/10/2023,28/10/2023,9,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,29/10/2023,04/11/2023,7,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,05/11/2023,11/11/2023,10,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,12/11/2023,18/11/2023,9,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,19/11/2023,25/11/2023,1,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,26/11/2023,02/12/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,03/12/2023,09/12/2023,10,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,10/12/2023,16/12/2023,6,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,17/12/2023,23/12/2023,6,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Sao Tome and Principe,Weekly,24/12/2023,30/12/2023,1,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,01/01/2023,07/01/2023,5,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,08/01/2023,14/01/2023,3,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,15/01/2023,21/01/2023,1,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,22/01/2023,28/01/2023,5,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,29/01/2023,04/02/2023,2,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,05/02/2023,11/02/2023,1,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,12/02/2023,18/02/2023,1,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,19/02/2023,25/02/2023,6,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,26/02/2023,04/03/2023,2,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,05/03/2023,11/03/2023,8,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,12/03/2023,18/03/2023,4,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,19/03/2023,25/03/2023,2,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,26/03/2023,01/04/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,02/04/2023,08/04/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,09/04/2023,15/04/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,16/04/2023,22/04/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,23/04/2023,29/04/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,30/04/2023,06/05/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,07/05/2023,13/05/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,14/05/2023,20/05/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,21/05/2023,27/05/2023,1,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,28/05/2023,03/06/2023,1,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,04/06/2023,10/06/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,11/06/2023,17/06/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,18/06/2023,24/06/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,25/06/2023,01/07/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,02/07/2023,08/07/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,09/07/2023,15/07/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,16/07/2023,22/07/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,23/07/2023,29/07/2023,2,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,30/07/2023,05/08/2023,1,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,06/08/2023,12/08/2023,1,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,13/08/2023,19/08/2023,1,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,20/08/2023,26/08/2023,2,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,27/08/2023,02/09/2023,2,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,03/09/2023,09/09/2023,0,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,10/09/2023,16/09/2023,3,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,17/09/2023,23/09/2023,4,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,24/09/2023,30/09/2023,1,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,01/10/2023,07/10/2023,6,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,08/10/2023,14/10/2023,11,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,15/10/2023,21/10/2023,9,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
Senegal,Weekly,22/10/2023,28/10/2023,22,https://iris.who.int/bitstream/handle/10665/375833/AFRO.Dengue.Sitrep002-20240114.pdf,Figure 3
